Unnamed: 0.1,Unnamed: 0,Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref,lonlat,In Use,lon,lat,bins2,bins3,Speed10m,Marker,Speed25m,speedCat
1124,1124,EN00586,3986,20/05/2013,Banks Renewables,Armistead Wind Farm,Wind Onshore,,,12.0,,,,,2.0,6.0,,,Operational,Operational,,,"Land to the east of Crosslands Farm, near Old Hutton, Kendal South Lakeland, LA6 2QJ",Cumbria,North West,England,,358500.0,486900.0,South Lakeland District Council,SL/2008/0318,APP/M0933/A/08/2090274,,,,,25/03/2008,,10/11/2008,,,,15/07/2010,15/07/2010,,,,,01/03/2012,11/02/2013,,"(-2.6388195340920304, 54.27604999517384)",Operational,-2.6388195340920304,54.27604999517384,10,Wind Onshore,1,y-up,1,6 - 6.5
1125,1125,EN00604,3987,03/06/2013,Energiekontor UK,Withernwick,Wind Onshore,,,18.0,,,,,2.0,9.0,,,Operational,Operational,,,"Land North And North East
Homer House
Aldbrough Road
Withernwick
East Riding Of Yorkshire",Humberside,Yorkshire and Humber,England,,520325.0,440375.0,East Riding of Yorkshire Council,08/01964/STPLFE,08/00213/REFUSE,,,,,04/04/2008,,02/09/2008,,,,,,,,,,01/04/2012,19/03/2013,,"(-0.17256622316615075, 53.84568568369656)",Operational,-0.1725662231661507,53.84568568369656,10,Wind Onshore,1,y-up,1,6 - 6.5
1126,1126,EN00605,3988,16/06/2016,Urras Oighreachd Ghabhsainn,Loch Sminig Wind Project,Wind Onshore,,,2.7,,,,,0.9,3.0,,,Operational,Operational,,,"Either side of the road between Baile an Truiseil and Upper Barvas, Stornoway, Isle of Lewis, HS2 0QX",Western Isles,Scotland,Scotland,,137480.0,952680.0,Comhairle nan Eilean Siar Council,08/00407/PPD,,,,,,29/08/2008,,,,,,,06/05/2009,,,,,03/06/2013,15/09/2015,,"(-6.493020518964537, 58.383555828846944)",Operational,-6.493020518964537,58.383555828846944,10,Wind Onshore,1,y-up,1,7.5 - 8
1127,1127,EN00611,3989,02/01/2020,Innogy ,Carnedd Wen Wind Farm,Wind Onshore,,,150.0,,,,,3.0,50.0,,,Planning Application Submitted,Application Submitted,,,"Llanbrynmair Forest
TAN 8 Strategic Search Area B",Powys,Wales,Wales,,293295.0,308953.0,DECC (S36),,,,,30/12/2015,,11/12/2008,,,,,,,,,,,,,,,"(-3.5793486381171737, 52.66775100445716)",Not Yet,-3.5793486381171737,52.66775100445716,10,Wind Onshore,1,y-up,1,8 - 9
1128,1128,EN00617,3990,19/04/2017,Asda,ASDA Distribution Centre,Wind Onshore,,,2.0,,,,,2.0,1.0,,,Planning Permission Expired,Planning Permission Expired,,,"ASDA Distribution Centre
Falkirk",Falkirk,Scotland,Scotland,,289760.0,681885.0,Falkirk Council,P/07/0084/FUL - P/08/0511/FUL,,,,,,28/11/2007,,,,,,,04/03/2009,,,,01/01/2017,,,,"(-3.7699947601771426, 56.017161975334794)",Granted,-3.769994760177143,56.0171619753348,10,Wind Onshore,1,y-up,1,5.5 - 6
1129,1129,EN00624,3991,14/09/2015,Fferm Wynt Llaithddu Cyf,Fferm Wynt Llaithddu Cyf,Wind Onshore,,,66.7,,,,,2.3,29.0,,,Planning Permission Refused,Application Refused,,,"Llaithddu, Powys",Powys,Wales,Wales,,304160.0,279920.0,DECC (S36),,,,,,,07/05/2008,,07/09/2015,,,,,,,,,,,,,"(-3.4103484813630174, 52.408859886139446)",Refused,-3.4103484813630174,52.408859886139446,10,Wind Onshore,1,y-up,1,6 - 6.5
1130,1130,EN00636,3992,20/01/2014,Aeolian Holderness Ltd,Burton Pidsea (Wadworth Hill) Wind Farm,Wind Onshore,,,10.2,,,,,3.4,3.0,,,Operational,Operational,,,"Land North East Of
Wadworth Hill House
Greens Lane
Burton Pidsea
East Riding Of Yorkshire",Humberside,Yorkshire and Humber,England,,524497.0,429743.0,East Riding of Yorkshire Council,08/02928/STPLFE,,,,,,29/05/2008,,,,,,,03/09/2009,,,,,05/07/2013,10/01/2014,,"(-0.11348195930101564, 53.749195584195895)",Operational,-0.1134819593010156,53.749195584195895,10,Wind Onshore,1,y-up,1,5.5 - 6
1131,1131,EN00641,3993,16/11/2012,Yorkshire Windpower,Ovenden Moor (Repower),Wind Onshore,,,23.0,,,,,2.3,10.0,,,Revised,Revised,4408.0,,"Withens Road, Wainstalls, Halifax, ",West Yorkshire,Yorkshire and Humber,England,,404000.0,430500.0,Calderdale Metropolitan Borough Council,09/00073/WDF,,,,,,25/03/2009,23/04/2012,,,,,,,,,,,,,,"(-1.9407921396980157, 53.77082744568435)",Withdrawn,-1.940792139698016,53.77082744568435,10,Wind Onshore,1,y-up,1,7.5 - 8
1132,1132,H0074,3994,01/07/2015,Formartine,Hillhead of Turnerhall,Wind Onshore,,,3.0,,,,,1.5,2.0,,,Planning Permission Refused,Application Refused,,,"Land West of Hillhead of Turnerhall, Auchnagatt, Ellon",Grampian,Scotland,Scotland,,395137.0,834738.0,Aberdeenshire Council,APP/2013/1562,,,,,,27/06/2013,,28/05/2015,,,,,,,,,,,,,"(-2.0825752535484416, 57.40301270150522)",Refused,-2.0825752535484416,57.40301270150522,10,Wind Onshore,1,y-up,1,7.5 - 8
1133,1133,IF1034,3995,01/04/2014,Strathdee Properties,Netherton Of Windyhills (extension),Wind Onshore,,,2.3,,,,,2.3,1.0,,,Planning Permission Refused,Application Refused,,,"Keith, Grampian",Grampian,Scotland,Scotland,AB55 6NL,349243.0,856794.0,Moray Council,12/01707/APP,,,,,,04/10/2012,,26/02/2014,,,,,,,,,,,,,"(-2.8508565750050328, 57.59829230794508)",Refused,-2.8508565750050328,57.59829230794508,10,Wind Onshore,1,y-up,1,7.5 - 8
1134,1134,IF1125,3996,25/11/2014,RWE npower,River Valley Wind farm,Wind Onshore,,,18.0,,,,,3.0,6.0,,,Secretary of State - Refusal,Application Refused,,,Land North West Of Welham Bridge West Howden Road Holme Upon Spalding Moor East Riding Of Yorkshire,Humberside,Yorkshire and Humber,England,,478022.0,435199.0,East Riding of Yorkshire Council,12/04561/STPLFE,APP/E2001/A/13/2207817,,,,,07/11/2012,,13/08/2013,13/10/2013,,,,,04/12/2013,15/10/2014,,,,,,"(-0.8166827833998914, 53.80724184043517)",Refused,-0.8166827833998914,53.80724184043517,10,Wind Onshore,1,y-up,1,5.5 - 6
1135,1135,IF1136,3997,30/11/2016,AGR Group,Great House Farm,Wind Onshore,,,3.0,,,,,1.5,2.0,,,Planning Application Withdrawn,Application Withdrawn,,,"Near Great House Farm, Undy, Usk, Gwent",Gwent,Wales,Wales,NP26 3EN,345084.0,186873.0,Monmouthshire County Council,DC/2012/00931,,,,,,31/10/2012,17/11/2016,,,,,,,,,,,,,,"(-2.7938830300320117, 51.57803106415476)",Withdrawn,-2.793883030032012,51.57803106415476,10,Wind Onshore,1,y-up,1,Under 5.5
1136,1136,IF1150,3998,20/11/2013,Kelda Water Services,Gorpley Wind Farm,Wind Onshore,,,15.0,,,,,3.0,5.0,,,Revised,Revised,4543.0,,"Land South West Of Gorpley Reservoir, Bacup Road, Todmorden",West Yorkshire,Yorkshire and Humber,England,,390530.0,422527.0,Calderdale Metropolitan Borough Council,12/01355/WDF,,,,,,09/11/2012,,08/02/2013,,,,,,,,,,,,,"(-2.1449113167033746, 53.69909225281382)",Refused,-2.144911316703374,53.69909225281382,10,Wind Onshore,1,y-up,1,Under 5.5
1137,1137,IF1159,3999,31/03/2014,Willowind Developments,Corwar Wind Farm,Wind Onshore,,,16.4,,,,,2.05,8.0,,,Appeal Refused,Application Refused,,,Proposed Wind Farm A714 Barrhill - East To Council Boundary East Of Barrhill Barrhill South Ayrshire,Strathclyde,Scotland,Scotland,,229012.0,580345.0,South Ayrshire Council,12/01384/APP,13/00018/REFUSA,,,,,10/12/2012,,30/08/2013,,,19/02/2014,,,,,,,,,,"(-4.68066159738363, 55.08799026285585)",Refused,-4.68066159738363,55.08799026285585,10,Wind Onshore,1,y-up,1,6 - 6.5
1138,1138,IF1163,4000,20/02/2014,Willowind Developments,Calla Wind Farm,Wind Onshore,,,18.0,,,,,3.0,6.0,,,Planning Permission Refused,Application Refused,,,"Carnwath, Lanark, Strathclyde",Strathclyde,Scotland,Scotland,ML11 8LH,298295.0,648984.0,South Lanarkshire Council,CL/12/0535,,,,,,06/12/2012,,18/12/2013,,,,,,,,,,,,,"(-3.620786934448393, 55.72355861219809)",Refused,-3.620786934448393,55.72355861219809,10,Wind Onshore,1,y-up,1,6.5 - 7
1139,1139,IF1178,4001,07/02/2014,Gamesa Energy,Harelaw Renewable Energy Park ,Wind Onshore,,,117.0,,,,,3.0,39.0,,,Planning Permission Refused,Application Refused,,2903,"Harelaw, East Renfrewshire",Strathclyde,Scotland,Scotland,,246810.0,654150.0,Scottish Government (S36),,,,,,,19/05/2009,,27/09/2013,,,,,,,,,,,,,"(-4.442669210950526, 55.75638988785502)",Refused,-4.442669210950526,55.75638988785502,10,Wind Onshore,1,y-up,1,7 - 7.5
1140,1140,IF1270,4002,01/06/2015,Airvolution Energy,Shotts wind farm,Wind Onshore,,,18.0,,,,,2.0,6.0,131.0,,Appeal Refused,Application Refused,,,"West Benhar Road, Eastfield, Harthill Shotts, North Lanarkshire ",Strathclyde,Scotland,Scotland,ML7 5TG,289269.0,662272.0,North Lanarkshire Council,13/00072/FUL,,,,,,07/02/2013,,23/05/2014,05/09/2014,,22/05/2015,,,,,,,,,,"(-3.7698173032655977, 55.840914728077344)",Refused,-3.7698173032655977,55.840914728077344,10,Wind Onshore,1,y-up,1,7 - 7.5
1141,1141,IF1375,4003,29/01/2020,Muirden Energy,Cogle Moss Wind Farm,Wind Onshore,,,36.0,,,,,3.0,12.0,100.0,,Appeal Granted,Awaiting Construction,,,Land 477M NE Of Blackpark Watten ,Highland,Scotland,Scotland,,327494.0,955985.0,Highland Council,15/02769/FUL,PPA-270-2166,,,,,11/08/2015,,10/01/2017,08/02/2017,,,29/08/2017,29/08/2017,,,,,,,,"(-3.245253648079828, 58.48602015251302)",Granted,-3.245253648079828,58.48602015251302,10,Wind Onshore,1,y-up,1,6.5 - 7
1142,1142,IF1376,4004,06/06/2014,Orkney Renewable Energy,Rysa Wind Energy Project,Wind Onshore,,,2.7,,,,,0.9,3.0,,,Planning Application Withdrawn,Application Withdrawn,,,"Rysa Lodge, Lyness, Stromness, Orkney, KW16 3NU",Orkney Islands,Scotland,Scotland,,330035.0,996335.0,Orkney Islands Council,13/072/TPP,,,,,,22/02/2013,30/04/2014,,,,,,,,,,,,,,"(-3.2142127278135764, 58.84873215010122)",Withdrawn,-3.2142127278135764,58.84873215010122,10,Wind Onshore,1,y-up,1,6.5 - 7
1143,1143,IF1415,4005,21/09/2020,Orkney Sustainable Energy,Herscha Wind energy Project (Extension),Wind Onshore,,,1.6,,,,,0.8,2.0,,,Planning Permission Granted,Awaiting Construction,,,"Herscha HIll (Land to North of)
Newland Cottage
Auchenblae
 Laurencekirk",Grampian,Scotland,Scotland,,372896.0,780078.0,Aberdeenshire Council,APP/2013/0587,,,,,,04/03/2013,,,,,,,20/05/2015,,,,09/03/2021,,,,"(-2.446724784278804, 56.911230367280595)",Granted,-2.446724784278804,56.9112303672806,10,Wind Onshore,1,y-up,1,7 - 7.5
1144,1144,N00031W,4006,04/07/2013,E.ON UK,Camster,Wind Onshore,,,50.0,,,,,2.0,25.0,,,Operational,Operational,,,"Lower Camster
Lybster
Caithness",Highland,Scotland,Scotland,,325800.0,947400.0,Scottish Government (S36),,,,,,,05/01/2005,,,,,,,13/01/2009,,,,,01/01/2012,09/02/2013,,"(-3.2715144469841952, 58.4086507665401)",Operational,-3.2715144469841952,58.4086507665401,10,Wind Onshore,1,y-up,1,7.5 - 8
1145,1145,N00036W,4007,06/12/2012,Renewable Energy Generation Limited - previously E.on,St. Breock Re-Power,Wind Onshore,,,10.4,,,,,0.94,11.0,,,Revised,Revised,4604.0,,St. Breock,Cornwall,South West,England,,200000.0,70000.0,Cornwall Council,2002-1897,,,,,,15/06/2002,,,,,,,30/01/2003,,,,,,,,"(-4.821264283965934, 50.49557601786337)",Granted,-4.821264283965934,50.49557601786337,10,Wind Onshore,1,y-up,1,Under 5.5
1146,1146,N00075W,4008,25/11/2013,Longearth Ltd/ Farm Energy,Bu Farm,Wind Onshore,,,2.7,,,,,0.9,3.0,,,Operational,Operational,,,"Rothiesholm, Bu Farm, Stronsay, Orkney",Orkney Islands,Scotland,Scotland,,362283.0,1023560.0,Orkney Islands Council,,,,,,,,,,,,,,,,,,,,10/05/2002,,"(-2.660078974138682, 59.097252646145435)",Operational,-2.660078974138682,59.09725264614544,10,Wind Onshore,1,y-up,1,7.5 - 8
1147,1147,N00107W,4009,08/10/2013,Scottish and Southern Energy (SSE),Drumderg,Wind Onshore,,,36.8,,,,,2.3,16.0,,,Operational,Operational,,,"Drumderg Hill
Near Alyth
Perth",Tayside,Scotland,Scotland,,324500.0,748500.0,Perth and Kinross Council,03/01917/FUL,P/PPA/340/459,,,,,06/11/2003,,11/02/2005,,,,,,,,,,,09/11/2008,,"(-3.232012263899362, 56.62224632055707)",Operational,-3.232012263899362,56.62224632055707,10,Wind Onshore,1,y-up,1,6 - 6.5
1148,1148,N00138W,4010,26/08/2005,Private Developer,Beech Farm,Wind Onshore,,,2.6,,,,,1.3,2.0,,,Planning Permission Refused,Application Refused,,,"Beech Farm, Tavistock, West Devon",Devon,South West,England,,248500.0,74500.0,West Devon Borough Council,2934/2002/TAV,APP/Q1153/A/04/1170234,,,,,16/04/2002,,03/03/2003,,,,,,,,,,,,,"(-4.13985396791127, 50.55057911449101)",Refused,-4.13985396791127,50.55057911449101,10,Wind Onshore,1,y-up,1,Under 5.5
1149,1149,N00139W,4011,01/06/2018,Scottish and Southern Energy (SSE)/ Greencoat UK Wind ,Clyde Wind Farm,Wind Onshore,,,350.0,,,,,2.3,152.0,,,Operational,Operational,,,"Clyde Wind farm, Lowther Hills, between Crawford and Nether Howecleuch,
NW of Lockerbie",Strathclyde,Scotland,Scotland,,302500.0,617500.0,Scottish Government (S36),,,,,,,01/10/2004,,,,,,,21/07/2008,,,,,,01/10/2012,,"(-3.542734237680517, 55.44163408233998)",Operational,-3.542734237680517,55.44163408233998,10,Wind Onshore,1,y-up,1,8 - 9
1150,1150,N00140W,4012,04/07/2012,Private Developer,Steadfold Lane,Wind Onshore,,,2.6,,,,,1.3,2.0,,,Planning Application Withdrawn,Application Withdrawn,,,"Castle Cement Works
Steadfold Lane
Ketton",Northamptonshire,East Midlands,England,,500000.0,305000.0,East Northamptonshire Council,FUL/2003/0357,,,,,,07/05/2003,22/06/2004,,,,,,,,,,,,,,"(-0.523832619193468, 52.63354867779534)",Withdrawn,-0.523832619193468,52.63354867779534,10,Wind Onshore,1,y-up,1,Under 5.5
1151,1151,N00141W,4013,04/12/2012,RWE npower,Novar Wind Farm (Extension),Wind Onshore,,,36.8,,,,,2.3,16.0,,,Operational,Operational,,,"Novar Estate
Evanton
Ross-shire",Highland,Scotland,Scotland,,255500.0,871500.0,Highland Council,03/00426/FULRC,,,,,,14/05/2003,,,,,,,20/06/2005,,,,,01/08/2010,17/09/2012,,"(-4.426956444746046, 57.7099866660903)",Operational,-4.426956444746046,57.7099866660903,10,Wind Onshore,1,y-up,1,9 - 10
1152,1152,N00164W,4014,04/06/2020,Renewable Energy Systems (RES),Hill of Towie (Drummuir),Wind Onshore,,,48.0,,,,,2.3,21.0,,,Operational,Operational,,,"Hill of Towie, Knockan and McHattie's Cairn, Drummuir, Keith, Banffshire, Moray",Grampian,Scotland,Scotland,,320000.0,860000.0,Moray Council,02/02099/EIA,,,,,,15/11/2002,,11/11/2003,,,,,,,,,,01/09/2010,01/06/2012,,"(-3.3410461135854725, 57.62284105863537)",Operational,-3.3410461135854725,57.62284105863537,10,Wind Onshore,1,y-up,1,6 - 6.5
1153,1153,N00168W,4015,26/10/2016,Scottish Power Renewables,Ewe Hill,Wind Onshore,,,13.8,,,,,2.3,6.0,,,Operational,Operational,,,"Near Langham and Lockerbie
Dumfries",Dumfries and Galloway,Scotland,Scotland,,315000.0,580000.0,Scottish Government (S36),IEC3/107,,,,,,07/04/2004,,,,,,,07/06/2010,,,,,10/09/2015,30/05/2016,,"(-3.3338689795196914, 55.10709221706526)",Operational,-3.3338689795196914,55.10709221706526,10,Wind Onshore,1,y-up,1,5.5 - 6
1154,1154,N00187W,4016,06/12/2012,Private Developer,Over Enoch Farm,Wind Onshore,,,6.5,,,,,1.3,5.0,,,Abandoned,Abandoned,,,"Over Enoch Farm
Eaglesham
East Renfrewshire",Strathclyde,Scotland,Scotland,,258200.0,650100.0,East Renfrewshire Council,2003/0350,,,,,,08/05/2003,,,,,,,02/09/2004,,,,,,,,"(-4.259230319385546, 55.723501041912876)",Granted,-4.259230319385546,55.72350104191288,10,Wind Onshore,1,y-up,1,5.5 - 6
1155,1155,N00188W,4017,02/12/2011,Private Developer,Ardoch Farm (East Renfrewshire),Wind Onshore,,,3.9,,,,,1.3,3.0,,,Abandoned,Abandoned,,,"Ardoch Farm, Eaglesham, East Renfrewshire",Strathclyde,Scotland,Scotland,G76 0PL,258500.0,649500.0,East Renfrewshire Council,2003/0022/TP,,,,,,15/01/2003,,,,,,,02/09/2004,,,,,,,,"(-4.254147554890619, 55.71820188853018)",Granted,-4.254147554890619,55.71820188853018,10,Wind Onshore,1,y-up,1,5.5 - 6
1156,1156,N00209W,4018,06/12/2011,Cornwall Light and Power,French Farm ,Wind Onshore,,,4.0,,,,,2.0,2.0,,,Revised,Revised,4637.0,,"South French Drove, East of Scolding Drove, Ride Croft",Cambridgeshire,Eastern,England,,532953.0,307779.0,Peterborough City Council,04/00902/FUL,,,,,,08/06/2004,10/12/2008,,,,,,,,,,,,,,"(-0.03607264768000223, 52.651453111426356)",Withdrawn,-0.0360726476800022,52.65145311142636,10,Wind Onshore,1,y-up,1,5.5 - 6
1157,1157,N00210W,4019,04/03/2014,Npower Renewables,Middlemoor,Wind Onshore,,,54.0,,,,,3.0,18.0,,,Operational,Operational,,,"North Charlton
Alnwick
Northumberland",Northumberland,North East,England,,414765.0,622786.0,DECC (S36),ELEC/2005/0004,,,,,,07/12/2005,,,,,,,07/08/2008,,,,,01/03/2012,30/09/2013,,"(-1.7678381454563226, 55.498639130847224)",Operational,-1.7678381454563226,55.49863913084722,10,Wind Onshore,1,y-up,1,7 - 7.5
1158,1158,N00219W,4020,17/06/2013,Eurus Energy,Glenkirk,Wind Onshore,,,93.0,,,,,3.0,31.0,,,Planning Permission Refused,Application Refused,,,"Glenkirk, Tomatin",Highland,Scotland,Scotland,,286450.0,831550.0,Scottish Government (S36),,,,,,,26/09/2005,,14/06/2013,,,,,,,,,,,,,"(-3.88920892461455, 57.36022457649638)",Refused,-3.88920892461455,57.36022457649638,10,Wind Onshore,1,y-up,1,Over 10
1159,1159,N00225W,4021,02/05/2013,Baillie Windfarm Ltd,Baillie Wind Farm,Wind Onshore,,,52.5,,,,,2.5,21.0,,,Operational,Operational,,,"Bardnaheigh, Westfield, Thurso",Highland,Scotland,Scotland,,302550.0,965650.0,Scottish Government (S36),04/00342/S36CA,,,,,,13/07/2004,,,,,,,12/01/2010,,,,,01/07/2011,29/03/2013,,"(-3.677020986428005, 58.567921087214096)",Operational,-3.677020986428005,58.567921087214096,10,Wind Onshore,1,y-up,1,6.5 - 7
1160,1160,N00230W,4022,08/10/2013,REG Windpower (previously Cornwall Light and Power),Braich Ddu,Wind Onshore,,,3.9,,,,,1.3,3.0,,,Operational,Operational,,,"Braich Ddu, Glanrafon Y Bala, Gwynedd",Gwynedd,Wales,Wales,,267500.0,301500.0,Gwynedd Council,C04M/0038/04/MW,,,,,,11/03/2004,,,,,,,13/09/2004,,,,,,31/08/2007,,"(-3.957583837467487, 52.595094156071106)",Operational,-3.957583837467487,52.59509415607111,10,Wind Onshore,1,y-up,1,Under 5.5
1161,1161,N00243W,4023,04/12/2017,Greencoat UK Wind,Drone Hill,Wind Onshore,,,28.6,,,,,1.3,22.0,,,Operational,Operational,,,"Coldingham
East Berwickshire",Borders,Scotland,Scotland,,383719.0,667227.0,Scottish Borders Council,05/00425/FUL,,,,,,04/03/2005,,12/11/2007,,,,,,,,,,01/04/2011,01/09/2012,,"(-2.2619287288976966, 55.89788731848601)",Operational,-2.2619287288976966,55.89788731848601,10,Wind Onshore,1,y-up,1,8 - 9
1162,1162,N00250W,4024,25/01/2012,Scottish and Southern Energy (SSE),Tangy Wind Farm Extension/Tangy 2,Wind Onshore,,,6.0,,,,,0.85,7.0,,,Operational,Operational,,,"Kilkenzie, Campbelltown",Strathclyde,Scotland,Scotland,,177000.0,626200.0,Argyll and Bute Council,0401291/DET,,,,,,01/07/2004,,,,,,,01/09/2005,,,,,01/05/2006,17/06/2011,,"(-5.530459773169253, 55.4786151983582)",Operational,-5.530459773169253,55.4786151983582,10,Wind Onshore,1,y-up,1,6 - 6.5
1163,1163,N00259W,4025,29/08/2012,Scottish and Southern Energy (SSE),Pairc Windfarm,Wind Onshore,,,94.0,,,,,3.6,26.0,,,Planning Application Withdrawn,Application Withdrawn,,,"Pairc 
Isle of Lewis",Western Isles,Scotland,Scotland,,135566.0,915943.0,Scottish Government (S36),,,,,,,,29/08/2012,,,,,,,,,,,,,,"(-6.483898323206752, 58.053472181431694)",Withdrawn,-6.483898323206752,58.053472181431694,10,Wind Onshore,1,y-up,1,7 - 7.5
1164,1164,N00263W,4026,30/10/2017,Vattenfall,Ray Wind Farm,Wind Onshore,,,54.4,,,,,3.5,16.0,,,Operational,Operational,,,"Kirkwhelpington, Newcastle-upon-Tyne, Tyne and Wear",Northumberland,North East,England,NE19 2,395550.0,587550.0,DECC (S36),06/00023/CPC,,,,,,12/12/2005,,,,,,,11/11/2010,,,,,01/07/2015,05/02/2017,,"(-2.0714215103852496, 55.182219278306725)",Operational,-2.0714215103852496,55.182219278306725,10,Wind Onshore,1,y-up,1,7 - 7.5
1165,1165,N00270W,4027,24/12/2013,Scottish and Southern Energy (SSE),Calliachar,Wind Onshore,,,32.2,,,,,2.3,14.0,,,Operational,Operational,,,"Nr Aberfeldy, Amulree",Tayside,Scotland,Scotland,,285000.0,750000.0,Perth and Kinross Council,S36,,,,,,16/02/2004,,11/09/2007,,,,,,,,,,01/06/2012,30/09/2013,,"(-3.876077856797993, 56.62767898602949)",Operational,-3.876077856797993,56.62767898602949,10,Wind Onshore,1,y-up,1,5.5 - 6
1166,1166,N00272W,4028,29/02/2012,Greenpower (Griffin) Ltd,Griffin Wind farm,Wind Onshore,,,156.0,,,,,3.0,52.0,,,Operational,Operational,,,Griffin Forest,Tayside,Scotland,Scotland,,293600.0,744600.0,Scottish Government (S36),,,,,,,27/04/2004,,,,,,,31/01/2008,,,,,01/07/2010,28/02/2012,,"(-3.7337523701724793, 56.581222522433)",Operational,-3.7337523701724793,56.581222522433,10,Wind Onshore,1,y-up,1,7.5 - 8
1167,1167,N00276W,4029,04/07/2012,REG Windpower (previously Cornwall Light and Power),High Pow Farm ,Wind Onshore,,,3.9,,,,,1.3,3.0,,,Operational,Operational,,3087,"High Pow Farm, Boltons Low Houses, Nr. Wigton, ",Cumbria,North West,England,,323500.0,544500.0,Allerdale Borough Council,2/2004/0944,APP/G0908/A/04/1172183,,,,,16/07/2004,,07/10/2004,,,,,,,,,,,15/03/2007,,"(-3.1911983334653393, 54.78953648033848)",Operational,-3.1911983334653398,54.78953648033848,10,Wind Onshore,1,y-up,1,6 - 6.5
1168,1168,N00277W,4030,12/11/2013,Red Group,Hartwood,Wind Onshore,,,30.0,,,,,2.0,15.0,,,Planning Application Withdrawn,Application Withdrawn,,,Nr Salsburg,Strathclyde,Scotland,Scotland,,283440.0,659680.0,North Lanarkshire Council,06/01001/FUL,,,,,,15/06/2006,06/09/2013,,,,,,,,,,,,,,"(-3.861733173582674, 55.81626429800071)",Withdrawn,-3.861733173582674,55.81626429800071,10,Wind Onshore,1,y-up,1,7.5 - 8
1169,1169,N00278W,4031,06/03/2014,K E Projects AF,St. Johns Hill,Wind Onshore,,,15.8,,,,,2.8,9.0,,,Operational,Operational,,,"Chapel of Barras
nr Kinneff, 
South of Stonehaven",Grampian,Scotland,Scotland,,383500.0,777500.0,Aberdeenshire Council,2004/4666,,,,,,22/12/2004,,11/10/2006,,,,26/11/2007,26/11/2007,,,,,,01/04/2013,,"(-2.272420296668396, 56.888572861906454)",Operational,-2.272420296668396,56.88857286190645,10,Wind Onshore,1,y-up,1,7.5 - 8
1170,1170,N00279W,4032,22/05/2018,Blue Energy,Blackcraig,Wind Onshore,,,53.0,,,,,3.0,23.0,,,Operational,Operational,,,"Blackcraig Hill, 6km NE of Balmaclellan",Dumfries and Galloway,Scotland,Scotland,,270500.0,582500.0,Scottish Government (S36),05/n/2005,,,,,,30/09/2005,,,,,,,22/03/2011,,,,,10/01/2016,02/03/2018,,"(-4.0321180807000685, 55.11991239799601)",Operational,-4.0321180807000685,55.11991239799601,10,Wind Onshore,1,y-up,1,8 - 9
1171,1171,N00293W,4033,19/04/2013,Devon Wind Power Ltd,Fullabrook Down Wind Farm,Wind Onshore,,,66.0,,,,,3.0,22.0,,,Operational,Operational,,,"Fullabrook Down, Crackaway, Barton",Devon,South West,England,,253055.0,141846.0,DECC (S36),38622,,,,,,18/10/2004,,,,,,,10/10/2007,,,,,01/07/2008,24/01/2012,,"(-4.1026557745149645, 51.156945965554044)",Operational,-4.1026557745149645,51.15694596555405,10,Wind Onshore,1,y-up,1,7 - 7.5
1172,1172,N00300W,4034,17/09/2020,Renewables Infrastructure Group,Little Raith Farm,Wind Onshore,,,25.0,,,,,2.8,9.0,,,Operational,Operational,,,"South of A92
Nr Loch Gelly",Fife,Scotland,Scotland,,322245.0,692552.0,Fife Council,04/04266/WEIA,,,,,,02/12/2004,,,,,,,08/03/2007,,,,,01/09/2011,27/11/2012,,"(-3.252158728826452, 56.119354432658426)",Operational,-3.252158728826452,56.119354432658426,10,Wind Onshore,1,y-up,1,6.5 - 7
1173,1173,N00301W,4035,01/12/2011,A7 Energy,Dusty Drum,Wind Onshore,,,6.0,,,,,2.0,3.0,,,Revised,Revised,2684.0,,"Land At Dusty Drum, Carmyllie, Arbroath, Angus",Tayside,Scotland,Scotland,DD11 2QS,355050.0,741050.0,Angus Council,05/01061/FUL,,,,,,01/07/2005,19/12/2007,,,,,,,,,,,,,,"(-2.7329121747608403, 56.5592558763519)",Withdrawn,-2.7329121747608403,56.5592558763519,10,Wind Onshore,1,y-up,1,7 - 7.5
